zip_code,january,february,march,april,may,june,july,august,september,october,november,december
13339,-1,19,13,19,-1,48,-1,36,40,41,25,45
13353,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13360,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13428,-1,19,13,19,-1,48,-1,36,40,41,25,45
13436,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13452,-1,19,13,19,-1,48,-1,36,40,41,25,45
13459,-1,19,13,19,-1,48,-1,36,40,41,25,45
13470,-1,19,13,19,-1,48,-1,36,40,41,25,45
13479,,26,19,25,14,36,20,28,34,39,20,42
13599,,26,19,25,14,36,20,28,34,39,20,42
13652,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13613,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13614,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13617,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13621,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13625,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13630,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13633,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13635,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13639,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13642,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13646,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13648,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13654,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13655,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13658,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13660,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13662,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13666,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13667,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13668,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13669,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13670,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13672,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13680,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13681,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13684,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13687,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13690,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13694,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13695,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13696,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
13697,-1,-1,-1,-1,15,28,36,,-1,-1,13,55
14001,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14003,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14004,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14005,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14006,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14009,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14011,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14013,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14024,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14025,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14026,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14030,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14031,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14032,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14033,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14034,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14036,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14037,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14039,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14040,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14041,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14042,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14043,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14047,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14048,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14051,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14052,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14054,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14055,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14057,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14058,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14059,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14060,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14062,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14063,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14065,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14066,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14068,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14069,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14070,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14072,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14075,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14080,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14081,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14082,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14083,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14085,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14086,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14091,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14101,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14102,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14111,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14113,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14120,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14125,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14127,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14129,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14134,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14136,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14138,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14139,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14141,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14143,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14145,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14167,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14170,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14171,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14416,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14422,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14427,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14482,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14525,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14530,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14536,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14550,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14569,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14591,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14706,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14708,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14709,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14710,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14711,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14712,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14714,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14715,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14716,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14717,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14718,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14719,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14721,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14723,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14724,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14726,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14727,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14728,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14729,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14731,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14733,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14735,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14736,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14737,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14738,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14739,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14740,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14741,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14743,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14744,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14747,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14748,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14750,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14753,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14754,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14755,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14757,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14760,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14767,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14769,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14770,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14772,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14775,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14777,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14779,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14781,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14782,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14784,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14787,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14802,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14803,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14804,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14813,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14822,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14880,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14884,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14895,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
14897,-1,-1,-1,-1,-1,-1,-1,-1,50,54,34,61
15001,53,54,36,40,34,48,73,51,66,62,33,75
15003,53,54,36,40,34,48,73,51,66,62,33,75
15005,53,54,36,40,34,48,73,51,66,62,33,75
15007,53,54,36,40,34,48,73,51,66,62,33,75
15009,53,54,36,40,34,48,73,51,66,62,33,75
15010,53,54,36,40,34,48,73,51,66,62,33,75
15012,53,54,36,40,34,48,73,51,66,62,33,75
15014,53,54,36,40,34,48,73,51,66,62,33,75
15015,53,54,36,40,34,48,73,51,66,62,33,75
15017,53,54,36,40,34,48,73,51,66,62,33,75
15018,53,54,36,40,34,48,73,51,66,62,33,75
15019,53,54,36,40,34,48,73,51,66,62,33,75
15021,53,54,36,40,34,48,73,51,66,62,33,75
15022,53,54,36,40,34,48,73,51,66,62,33,75
15024,53,54,36,40,34,48,73,51,66,62,33,75
15025,43,27,24,40,26,49,45,54,58,67,41,86
15026,53,54,36,40,34,48,73,51,66,62,33,75
15027,53,54,36,40,34,48,73,51,66,62,33,75
15028,43,27,24,40,26,49,45,54,58,67,41,86
15030,53,54,36,40,34,48,73,51,66,62,33,75
15031,53,54,36,40,34,48,73,51,66,62,33,75
15033,53,54,36,40,34,48,73,51,66,62,33,75
15034,53,54,36,40,34,48,73,51,66,62,33,75
15035,53,54,36,40,34,48,73,51,66,62,33,75
15037,43,27,24,40,26,49,45,54,58,67,41,86
15042,53,54,36,40,34,48,73,51,66,62,33,75
15043,53,54,36,40,34,48,73,51,66,62,33,75
15044,53,54,36,40,34,48,73,51,66,62,33,75
15045,43,27,24,40,26,49,45,54,58,67,41,86
15047,43,27,24,40,26,49,45,54,58,67,41,86
15049,53,54,36,40,34,48,73,51,66,62,33,75
15050,53,54,36,40,34,48,73,51,66,62,33,75
15051,53,54,36,40,34,48,73,51,66,62,33,75
15052,53,54,36,40,34,48,73,51,66,62,33,75
15055,53,54,36,40,34,48,73,51,66,62,33,75
15056,53,54,36,40,34,48,73,51,66,62,33,75
15057,53,54,36,40,34,48,73,51,66,62,33,75
15059,53,54,36,40,34,48,73,51,66,62,33,75
15060,53,54,36,40,34,48,73,51,66,62,33,75
15061,53,54,36,40,34,48,73,51,66,62,33,75
15062,53,54,36,40,34,48,73,51,66,62,33,75
15063,53,54,36,40,34,48,73,51,66,62,33,75
15064,53,54,36,40,34,48,73,51,66,62,33,75
15065,53,54,36,40,34,48,73,51,66,62,33,75
15066,53,54,36,40,34,48,73,51,66,62,33,75
15067,53,54,36,40,34,48,73,51,66,62,33,75
15071,53,54,36,40,34,48,73,51,66,62,33,75
15074,53,54,36,40,34,48,73,51,66,62,33,75
15076,53,54,36,40,34,48,73,51,66,62,33,75
15077,53,54,36,40,34,48,73,51,66,62,33,75
15078,53,54,36,40,34,48,73,51,66,62,33,75
15083,53,54,36,40,34,48,73,51,66,62,33,75
15084,53,54,36,40,34,48,73,51,66,62,33,75
15085,53,54,36,40,34,48,73,51,66,62,33,75
15088,43,27,24,40,26,49,45,54,58,67,41,86
15089,53,54,36,40,34,48,73,51,66,62,33,75
15090,53,54,36,40,34,48,73,51,66,62,33,75
15101,53,54,36,40,34,48,73,51,66,62,33,75
15102,53,54,36,40,34,48,73,51,66,62,33,75
15104,53,54,36,40,34,48,73,51,66,62,33,75
15106,53,54,36,40,34,48,73,51,66,62,33,75
15108,53,54,36,40,34,48,73,51,66,62,33,75
15110,53,54,36,40,34,48,73,51,66,62,33,75
15112,53,54,36,40,34,48,73,51,66,62,33,75
15116,53,54,36,40,34,48,73,51,66,62,33,75
15120,53,54,36,40,34,48,73,51,66,62,33,75
15123,43,27,24,40,26,49,45,54,58,67,41,86
15126,53,54,36,40,34,48,73,51,66,62,33,75
15129,53,54,36,40,34,48,73,51,66,62,33,75
15135,53,54,36,40,34,48,73,51,66,62,33,75
15136,53,54,36,40,34,48,73,51,66,62,33,75
15137,53,54,36,40,34,48,73,51,66,62,33,75
15139,53,54,36,40,34,48,73,51,66,62,33,75
15140,53,54,36,40,34,48,73,51,66,62,33,75
15142,53,54,36,40,34,48,73,51,66,62,33,75
15144,53,54,36,40,34,48,73,51,66,62,33,75
15145,53,54,36,40,34,48,73,51,66,62,33,75
15146,53,54,36,40,34,48,73,51,66,62,33,75
15147,53,54,36,40,34,48,73,51,66,62,33,75
15148,53,54,36,40,34,48,73,51,66,62,33,75
15301,53,54,36,40,34,48,73,51,66,62,33,75
15312,53,54,36,40,34,48,73,51,66,62,33,75
15313,53,54,36,40,34,48,73,51,66,62,33,75
15314,53,54,36,40,34,48,73,51,66,62,33,75
15317,53,54,36,40,34,48,73,51,66,62,33,75
15321,53,54,36,40,34,48,73,51,66,62,33,75
15322,53,54,36,40,34,48,73,51,66,62,33,75
15323,53,54,36,40,34,48,73,51,66,62,33,75
15324,53,54,36,40,34,48,73,51,66,62,33,75
15329,53,54,36,40,34,48,73,51,66,62,33,75
15330,53,54,36,40,34,48,73,51,66,62,33,75
15331,53,54,36,40,34,48,73,51,66,62,33,75
15332,53,54,36,40,34,48,73,51,66,62,33,75
15333,53,54,36,40,34,48,73,51,66,62,33,75
15340,53,54,36,40,34,48,73,51,66,62,33,75
15342,53,54,36,40,34,48,73,51,66,62,33,75
15345,53,54,36,40,34,48,73,51,66,62,33,75
15360,53,54,36,40,34,48,73,51,66,62,33,75
15363,53,54,36,40,34,48,73,51,66,62,33,75
15367,53,54,36,40,34,48,73,51,66,62,33,75
15376,53,54,36,40,34,48,73,51,66,62,33,75
15377,53,54,36,40,34,48,73,51,66,62,33,75
15401,53,54,36,40,34,48,73,51,66,62,33,75
15410,53,54,36,40,34,48,73,51,66,62,33,75
15412,53,54,36,40,34,48,73,51,66,62,33,75
15413,53,54,36,40,34,48,73,51,66,62,33,75
15417,53,54,36,40,34,48,73,51,66,62,33,75
15419,53,54,36,40,34,48,73,51,66,62,33,75
15423,53,54,36,40,34,48,73,51,66,62,33,75
15424,53,54,36,40,34,48,73,51,66,62,33,75
15425,53,54,36,40,34,48,73,51,66,62,33,75
15427,53,54,36,40,34,48,73,51,66,62,33,75
15428,53,54,36,40,34,48,73,51,66,62,33,75
15431,53,54,36,40,34,48,73,51,66,62,33,75
15432,53,54,36,40,34,48,73,51,66,62,33,75
15433,53,54,36,40,34,48,73,51,66,62,33,75
15434,53,54,36,40,34,48,73,51,66,62,33,75
15436,53,54,36,40,34,48,73,51,66,62,33,75
15437,53,54,36,40,34,48,73,51,66,62,33,75
15438,53,54,36,40,34,48,73,51,66,62,33,75
15440,53,54,36,40,34,48,73,51,66,62,33,75
15442,53,54,36,40,34,48,73,51,66,62,33,75
15444,53,54,36,40,34,48,73,51,66,62,33,75
15445,53,54,36,40,34,48,73,51,66,62,33,75
15446,53,54,36,40,34,48,73,51,66,62,33,75
15450,53,54,36,40,34,48,73,51,66,62,33,75
15451,53,54,36,40,34,48,73,51,66,62,33,75
15456,53,54,36,40,34,48,73,51,66,62,33,75
15458,53,54,36,40,34,48,73,51,66,62,33,75
15459,53,54,36,40,34,48,73,51,66,62,33,75
15461,53,54,36,40,34,48,73,51,66,62,33,75
15462,53,54,36,40,34,48,73,51,66,62,33,75
15463,53,54,36,40,34,48,73,51,66,62,33,75
15464,53,54,36,40,34,48,73,51,66,62,33,75
15468,53,54,36,40,34,48,73,51,66,62,33,75
15469,53,54,36,40,34,48,73,51,66,62,33,75
15470,53,54,36,40,34,48,73,51,66,62,33,75
15473,53,54,36,40,34,48,73,51,66,62,33,75
15474,53,54,36,40,34,48,73,51,66,62,33,75
15475,53,54,36,40,34,48,73,51,66,62,33,75
15477,53,54,36,40,34,48,73,51,66,62,33,75
15478,53,54,36,40,34,48,73,51,66,62,33,75
15479,53,54,36,40,34,48,73,51,66,62,33,75
15480,53,54,36,40,34,48,73,51,66,62,33,75
15482,53,54,36,40,34,48,73,51,66,62,33,75
15483,53,54,36,40,34,48,73,51,66,62,33,75
15486,53,54,36,40,34,48,73,51,66,62,33,75
15488,53,54,36,40,34,48,73,51,66,62,33,75
15490,53,54,36,40,34,48,73,51,66,62,33,75
15610,53,54,36,40,34,48,73,51,66,62,33,75
15611,53,54,36,40,34,48,73,51,66,62,33,75
15612,53,54,36,40,34,48,73,51,66,62,33,75
15613,53,54,36,40,34,48,73,51,66,62,33,75
15615,53,54,36,40,34,48,73,51,66,62,33,75
15616,53,54,36,40,34,48,73,51,66,62,33,75
15617,53,54,36,40,34,48,73,51,66,62,33,75
15618,53,54,36,40,34,48,73,51,66,62,33,75
15620,53,54,36,40,34,48,73,51,66,62,33,75
15622,53,54,36,40,34,48,73,51,66,62,33,75
15623,53,54,36,40,34,48,73,51,66,62,33,75
15625,53,54,36,40,34,48,73,51,66,62,33,75
15626,53,54,36,40,34,48,73,51,66,62,33,75
15627,53,54,36,40,34,48,73,51,66,62,33,75
15628,53,54,36,40,34,48,73,51,66,62,33,75
15631,53,54,36,40,34,48,73,51,66,62,33,75
15632,53,54,36,40,34,48,73,51,66,62,33,75
15634,53,54,36,40,34,48,73,51,66,62,33,75
15636,53,54,36,40,34,48,73,51,66,62,33,75
15637,53,54,36,40,34,48,73,51,66,62,33,75
15639,53,54,36,40,34,48,73,51,66,62,33,75
15641,53,54,36,40,34,48,73,51,66,62,33,75
15642,53,54,36,40,34,48,73,51,66,62,33,75
15644,53,54,36,40,34,48,73,51,66,62,33,75
15646,53,54,36,40,34,48,73,51,66,62,33,75
15647,53,54,36,40,34,48,73,51,66,62,33,75
15650,53,54,36,40,34,48,73,51,66,62,33,75
15655,53,54,36,40,34,48,73,51,66,62,33,75
15656,53,54,36,40,34,48,73,51,66,62,33,75
15658,53,54,36,40,34,48,73,51,66,62,33,75
15661,53,54,36,40,34,48,73,51,66,62,33,75
15663,53,54,36,40,34,48,73,51,66,62,33,75
15665,53,54,36,40,34,48,73,51,66,62,33,75
15666,53,54,36,40,34,48,73,51,66,62,33,75
15668,53,54,36,40,34,48,73,51,66,62,33,75
15670,53,54,36,40,34,48,73,51,66,62,33,75
15672,53,54,36,40,34,48,73,51,66,62,33,75
15677,53,54,36,40,34,48,73,51,66,62,33,75
15678,53,54,36,40,34,48,73,51,66,62,33,75
15679,53,54,36,40,34,48,73,51,66,62,33,75
15681,53,54,36,40,34,48,73,51,66,62,33,75
15683,53,54,36,40,34,48,73,51,66,62,33,75
15684,53,54,36,40,34,48,73,51,66,62,33,75
15686,53,54,36,40,34,48,73,51,66,62,33,75
15687,53,54,36,40,34,48,73,51,66,62,33,75
15688,53,54,36,40,34,48,73,51,66,62,33,75
15690,53,54,36,40,34,48,73,51,66,62,33,75
15692,53,54,36,40,34,48,73,51,66,62,33,75
15697,53,54,36,40,34,48,73,51,66,62,33,75
15698,53,54,36,40,34,48,73,51,66,62,33,75
15722,36,27,23,41,38,47,43,36,42,57,21,94
15762,36,27,23,41,38,47,43,36,42,57,21,94
15773,36,27,23,41,38,47,43,36,42,57,21,94
15774,53,54,36,40,34,48,73,51,66,62,33,75
15775,36,27,23,41,38,47,43,36,42,57,21,94
15923,53,54,36,40,34,48,73,51,66,62,33,75
15927,36,27,23,41,38,47,43,36,42,57,21,94
15931,36,27,23,41,38,47,43,36,42,57,21,94
15938,36,27,23,41,38,47,43,36,42,57,21,94
15940,36,27,23,41,38,47,43,36,42,57,21,94
15942,36,27,23,41,38,47,43,36,42,57,21,94
15943,36,27,23,41,38,47,43,36,42,57,21,94
15945,36,27,23,41,38,47,43,36,42,57,21,94
15946,36,27,23,41,38,47,43,36,42,57,21,94
15951,36,27,23,41,38,47,43,36,42,57,21,94
15952,36,27,23,41,38,47,43,36,42,57,21,94
15955,36,27,23,41,38,47,43,36,42,57,21,94
15956,36,27,23,41,38,47,43,36,42,57,21,94
15958,36,27,23,41,38,47,43,36,42,57,21,94
15959,36,27,23,41,38,47,43,36,42,57,21,94
15963,36,27,23,41,38,47,43,36,42,57,21,94
16020,53,54,36,40,34,48,73,51,66,62,33,75
16022,53,54,36,40,34,48,73,51,66,62,33,75
16023,53,54,36,40,34,48,73,51,66,62,33,75
16025,53,54,36,40,34,48,73,51,66,62,33,75
16028,53,54,36,40,34,48,73,51,66,62,33,75
16030,53,54,36,40,34,48,73,51,66,62,33,75
16033,53,54,36,40,34,48,73,51,66,62,33,75
16034,53,54,36,40,34,48,73,51,66,62,33,75
16037,53,54,36,40,34,48,73,51,66,62,33,75
16038,53,54,36,40,34,48,73,51,66,62,33,75
16040,53,54,36,40,34,48,73,51,66,62,33,75
16041,53,54,36,40,34,48,73,51,66,62,33,75
16045,53,54,36,40,34,48,73,51,66,62,33,75
16046,53,54,36,40,34,48,73,51,66,62,33,75
16049,53,54,36,40,34,48,73,51,66,62,33,75
16050,53,54,36,40,34,48,73,51,66,62,33,75
16051,53,54,36,40,34,48,73,51,66,62,33,75
16052,53,54,36,40,34,48,73,51,66,62,33,75
16053,53,54,36,40,34,48,73,51,66,62,33,75
16055,53,54,36,40,34,48,73,51,66,62,33,75
16056,53,54,36,40,34,48,73,51,66,62,33,75
16057,53,54,36,40,34,48,73,51,66,62,33,75
16059,53,54,36,40,34,48,73,51,66,62,33,75
16061,53,54,36,40,34,48,73,51,66,62,33,75
16063,53,54,36,40,34,48,73,51,66,62,33,75
16066,53,54,36,40,34,48,73,51,66,62,33,75
16110,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16114,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16115,53,54,36,40,34,48,73,51,66,62,33,75
16117,53,54,36,40,34,48,73,51,66,62,33,75
16120,53,54,36,40,34,48,73,51,66,62,33,75
16121,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16123,53,54,36,40,34,48,73,51,66,62,33,75
16124,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16125,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16127,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16130,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16133,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16134,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16137,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16141,53,54,36,40,34,48,73,51,66,62,33,75
16143,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16145,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16146,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16148,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16150,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16153,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16154,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16156,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16157,53,54,36,40,34,48,73,51,66,62,33,75
16159,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16210,53,54,36,40,34,48,73,51,66,62,33,75
16212,53,54,36,40,34,48,73,51,66,62,33,75
16218,53,54,36,40,34,48,73,51,66,62,33,75
16222,53,54,36,40,34,48,73,51,66,62,33,75
16226,53,54,36,40,34,48,73,51,66,62,33,75
16229,53,54,36,40,34,48,73,51,66,62,33,75
16240,53,54,36,40,34,48,73,51,66,62,33,75
16242,53,54,36,40,34,48,73,51,66,62,33,75
16249,53,54,36,40,34,48,73,51,66,62,33,75
16259,53,54,36,40,34,48,73,51,66,62,33,75
16262,53,54,36,40,34,48,73,51,66,62,33,75
16311,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16314,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16342,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16362,-1,39,16,31,34,33,36,-1,79,-1,33,-1
16372,53,54,36,40,34,48,73,51,66,62,33,75
16373,53,54,36,40,34,48,73,51,66,62,33,75
