zip_code,january,february,march,april,may,june,july,august,september,october,november,december
37396,,,-1,-1,-1,-1,46,55,62,58,28,65
37397,,,-1,-1,-1,-1,46,55,62,58,28,65
37617,49,28,28,-1,24,43,41,45,43,48,14,53
37669,49,28,28,-1,24,43,41,45,43,48,14,53
37701,52,37,44,42,-1,47,41,47,57,42,26,58
37705,52,37,44,42,-1,47,41,47,57,42,26,58
37708,52,37,44,42,-1,47,41,47,57,42,26,58
37709,52,37,44,42,-1,47,41,47,57,42,26,58
37710,52,37,44,42,-1,47,41,47,57,42,26,58
37721,52,37,44,42,-1,47,41,47,57,42,26,58
37722,52,37,44,42,43,47,46,54,57,55,26,73
37725,52,37,44,42,-1,47,41,47,57,42,26,58
37727,52,37,44,42,43,47,46,54,57,55,26,73
37737,52,37,44,42,-1,47,41,47,57,42,26,58
37738,52,37,44,42,43,47,46,54,57,55,26,73
37742,52,37,44,42,-1,47,41,47,57,42,26,58
37748,52,37,44,42,-1,47,41,47,57,42,26,58
37753,52,37,44,42,43,47,46,54,57,55,26,73
37754,52,37,44,42,-1,47,41,47,57,42,26,58
37760,52,37,44,42,-1,47,41,47,57,42,26,58
37763,52,37,44,42,-1,47,41,47,57,42,26,58
37764,52,37,44,42,-1,47,41,47,57,42,26,58
37769,52,37,44,42,-1,47,41,47,57,42,26,58
37772,52,37,44,42,-1,47,41,47,57,42,26,58
37774,52,37,44,42,-1,47,41,47,57,42,26,58
37777,52,37,44,42,-1,47,41,47,57,42,26,58
37779,52,37,44,42,-1,47,41,47,57,42,26,58
37804,52,37,44,42,-1,47,41,47,57,42,26,58
37806,52,37,44,42,-1,47,41,47,57,42,26,58
37807,52,37,44,42,-1,47,41,47,57,42,26,58
37820,52,37,44,42,-1,47,41,47,57,42,26,58
37840,52,37,44,42,-1,47,41,47,57,42,26,58
37846,52,37,44,42,-1,47,41,47,57,42,26,58
37848,52,37,44,42,-1,47,41,47,57,42,26,58
37849,52,37,44,42,-1,47,41,47,57,42,26,58
37853,52,37,44,42,-1,47,41,47,57,42,26,58
37854,52,37,44,42,-1,47,41,47,57,42,26,58
37861,52,37,44,42,-1,47,41,47,57,42,26,58
37876,52,37,44,42,43,47,46,54,57,55,26,73
37865,52,37,44,42,-1,47,41,47,57,42,26,58
37866,52,37,44,42,-1,47,41,47,57,42,26,58
37871,52,37,44,42,-1,47,41,47,57,42,26,58
37877,52,37,44,42,-1,47,41,47,57,42,26,58
37878,52,37,44,42,43,47,46,54,57,55,26,73
37881,52,37,44,42,-1,47,41,47,57,42,26,58
37882,52,37,44,42,43,47,46,54,57,55,26,73
37885,52,37,44,42,43,47,46,54,57,55,26,73
37886,52,37,44,42,43,47,46,54,57,55,26,73
37888,52,37,44,42,-1,47,41,47,57,42,26,58
38002,42,24,33,35,57,26,48,47,67,52,27,44
38004,42,24,33,35,57,26,48,47,67,52,27,44
38011,42,24,33,35,57,26,48,47,67,52,27,44
38028,42,24,33,35,57,26,48,47,67,52,27,44
38058,42,24,33,35,57,26,48,47,67,52,27,44
38454,54,28,30,30,-1,25,50,78,26,46,27,56
38476,54,28,30,30,-1,25,50,78,26,46,27,56
38547,54,28,30,30,-1,25,50,78,26,46,27,56
38552,54,28,30,30,-1,25,50,78,26,46,27,56
38560,54,28,30,30,-1,25,50,78,26,46,27,56
38563,54,28,30,30,-1,25,50,78,26,46,27,56
38567,54,28,30,30,-1,25,50,78,26,46,27,56
38569,54,28,30,30,-1,25,50,78,26,46,27,56
38611,39,,-1,-1,-1,25,47,47,43,42,23,40
38618,39,,-1,-1,-1,25,47,47,43,42,23,40
38632,39,,-1,-1,-1,25,47,47,43,42,23,40
38637,39,,-1,-1,-1,25,47,47,43,42,23,40
38641,39,,-1,-1,-1,25,47,47,43,42,23,40
38651,39,,-1,-1,-1,25,47,47,43,42,23,40
38654,39,,-1,-1,-1,25,47,47,43,42,23,40
38672,39,,-1,-1,-1,25,47,47,43,42,23,40
39041,25,,-1,-1,-1,24,36,69,66,53,33,70
39047,25,,-1,-1,-1,24,36,69,66,53,33,70
39044,25,,-1,-1,-1,24,36,69,66,53,33,70
39045,25,,-1,-1,-1,24,36,69,66,53,33,70
39046,25,,-1,-1,-1,24,36,69,66,53,33,70
39066,25,,-1,-1,-1,24,36,69,66,53,33,70
39073,25,,-1,-1,-1,24,36,69,66,53,33,70
39094,25,,-1,-1,-1,24,36,69,66,53,33,70
39114,25,,-1,-1,-1,24,36,69,66,53,33,70
39117,25,,-1,-1,-1,24,36,69,66,53,33,70
39145,25,,-1,-1,-1,24,36,69,66,53,33,70
39146,25,,-1,-1,-1,24,36,69,66,53,33,70
39154,25,,-1,-1,-1,24,36,69,66,53,33,70
39170,25,,-1,-1,-1,24,36,69,66,53,33,70
39174,25,,-1,-1,-1,24,36,69,66,53,33,70
39175,25,,-1,-1,-1,24,36,69,66,53,33,70
39466,38,,-1,-1,-1,27,38,53,41,35,29,44
39507,38,,-1,-1,-1,27,38,53,41,35,29,44
39529,38,,-1,-1,-1,27,38,53,41,35,29,44
39525,38,,-1,-1,-1,27,38,53,41,35,29,44
39540,38,,-1,-1,-1,27,38,53,41,35,29,44
39553,38,,-1,-1,-1,27,38,53,41,35,29,44
39560,38,,-1,-1,-1,27,38,53,41,35,29,44
39563,38,,-1,-1,-1,27,38,53,41,35,29,44
39571,38,,-1,-1,-1,27,38,53,41,35,29,44
39574,38,,-1,-1,-1,27,38,53,41,35,29,44
39576,38,,-1,-1,-1,27,38,53,41,35,29,44
40003,62,45,30,43,57,29,46,57,55,64,24,63
40004,62,45,30,43,57,29,46,57,55,64,24,63
40006,62,45,30,43,57,29,46,57,55,64,24,63
40007,62,45,30,43,57,29,46,57,55,64,24,63
40008,62,45,30,43,57,29,46,57,55,64,24,63
40010,62,45,30,43,57,29,46,57,55,64,24,63
40011,62,45,30,43,57,29,46,57,55,64,24,63
40012,62,45,30,43,57,29,46,57,55,64,24,63
40013,62,45,30,43,57,29,46,57,55,64,24,63
40019,62,45,30,43,57,29,46,57,55,64,24,63
40022,62,45,30,43,57,29,46,57,55,64,24,63
40023,62,45,30,43,57,29,46,57,55,64,24,63
40025,62,45,30,43,57,29,46,57,55,64,24,63
40026,62,45,30,43,57,29,46,57,55,64,24,63
40036,62,45,30,43,57,29,46,57,55,64,24,63
40037,62,45,30,43,57,29,46,57,55,64,24,63
40040,62,45,30,43,57,29,46,57,55,64,24,63
40041,62,45,30,43,57,29,46,57,55,64,24,63
40045,62,45,30,43,57,29,46,57,55,64,24,63
40046,62,45,30,43,57,29,46,57,55,64,24,63
40047,62,45,30,43,57,29,46,57,55,64,24,63
40050,62,45,30,43,57,29,46,57,55,64,24,63
40051,62,45,30,43,57,29,46,57,55,64,24,63
40052,62,45,30,43,57,29,46,57,55,64,24,63
40056,62,45,30,43,57,29,46,57,55,64,24,63
40055,62,45,30,43,57,29,46,57,55,64,24,63
40057,62,45,30,43,57,29,46,57,55,64,24,63
40059,62,45,30,43,57,29,46,57,55,64,24,63
40061,62,45,30,43,57,29,46,57,55,64,24,63
40067,62,45,30,43,57,29,46,57,55,64,24,63
40068,62,45,30,43,57,29,46,57,55,64,24,63
40069,62,45,30,43,57,29,46,57,55,64,24,63
40070,62,45,30,43,57,29,46,57,55,64,24,63
40071,62,45,30,43,57,29,46,57,55,64,24,63
40075,62,45,30,43,57,29,46,57,55,64,24,63
40076,62,45,30,43,57,29,46,57,55,64,24,63
40077,62,45,30,43,57,29,46,57,55,64,24,63
40078,62,45,30,43,57,29,46,57,55,64,24,63
40104,62,45,30,43,57,29,46,57,55,64,24,63
40107,62,45,30,43,57,29,46,57,55,64,24,63
40108,62,45,30,43,57,29,46,57,55,64,24,63
40109,62,45,30,43,57,29,46,57,55,64,24,63
40115,62,45,30,43,57,29,46,57,55,64,24,63
40117,62,45,30,43,57,29,46,57,55,64,24,63
40118,62,45,30,43,57,29,46,57,55,64,24,63
40121,62,45,30,43,57,29,46,57,55,64,24,63
40140,62,45,30,43,57,29,46,57,55,64,24,63
40142,62,45,30,43,57,29,46,57,55,64,24,63
40144,62,45,30,43,57,29,46,57,55,64,24,63
40146,62,45,30,43,57,29,46,57,55,64,24,63
40150,62,45,30,43,57,29,46,57,55,64,24,63
40155,62,45,30,43,57,29,46,57,55,64,24,63
40157,62,45,30,43,57,29,46,57,55,64,24,63
40160,62,45,30,43,57,29,46,57,55,64,24,63
40162,62,45,30,43,57,29,46,57,55,64,24,63
40165,62,45,30,43,57,29,46,57,55,64,24,63
40175,62,45,30,43,57,29,46,57,55,64,24,63
40176,62,45,30,43,57,29,46,57,55,64,24,63
40299,62,45,30,43,57,29,46,57,55,64,24,63
40342,62,45,30,43,57,29,46,57,55,64,24,63
40355,62,45,30,43,57,29,46,57,55,64,24,63
40359,62,45,30,43,57,29,46,57,55,64,24,63
40372,62,45,30,43,57,29,46,57,55,64,24,63
41008,62,45,30,43,57,29,46,57,55,64,24,63
41019,72,46,48,55,53,58,58,61,53,64,37,67
41045,62,45,30,43,57,29,46,57,55,64,24,63
41046,62,45,30,43,57,29,46,57,55,64,24,63
41073,72,46,48,55,53,58,58,61,53,64,37,67
41074,72,46,48,55,53,58,58,61,53,64,37,67
41083,62,45,30,43,57,29,46,57,55,64,24,63
41086,62,45,30,43,57,29,46,57,55,64,24,63
41095,62,45,30,43,57,29,46,57,55,64,24,63
41098,62,45,30,43,57,29,46,57,55,64,24,63
42163,33,-1,-1,18,29,9,9,32,12,32,10,32
42223,53,27,32,31,-1,18,49,53,22,57,21,47
42236,53,27,32,31,-1,18,49,53,22,57,21,47
42259,33,-1,-1,18,29,9,9,32,12,32,10,32
42262,53,27,32,31,-1,18,49,53,22,57,21,47
42266,53,27,32,31,-1,18,49,53,22,57,21,47
42286,53,27,32,31,-1,18,49,53,22,57,21,47
42724,62,45,30,43,57,29,46,57,55,64,24,63
43001,47,33,14,25,31,40,46,39,37,52,21,58
43003,47,33,14,25,31,40,46,39,37,52,21,58
43004,47,33,14,25,31,40,46,39,37,52,21,58
43006,47,33,14,25,31,40,46,39,37,52,21,58
43008,47,33,14,25,31,40,46,39,37,52,21,58
43011,47,33,14,25,31,40,46,39,37,52,21,58
43013,47,33,14,25,31,40,46,39,37,52,21,58
43014,47,33,14,25,31,40,46,39,37,52,21,58
43015,47,33,14,25,31,40,46,39,37,52,21,58
43017,47,33,14,25,31,40,46,39,37,52,21,58
43019,47,33,14,25,31,40,46,39,37,52,21,58
43021,47,33,14,25,31,40,46,39,37,52,21,58
43022,47,33,14,25,31,40,46,39,37,52,21,58
43023,47,33,14,25,31,40,46,39,37,52,21,58
43026,47,33,14,25,31,40,46,39,37,52,21,58
43029,47,33,14,25,31,40,46,39,37,52,21,58
43031,47,33,14,25,31,40,46,39,37,52,21,58
43035,47,33,14,25,31,40,46,39,37,52,21,58
43037,47,33,14,25,31,40,46,39,37,52,21,58
43044,56,33,27,28,44,40,52,52,33,52,31,58
43046,47,33,14,25,31,40,46,39,37,52,21,58
43050,47,33,14,25,31,40,46,39,37,52,21,58
43054,47,33,14,25,31,40,46,39,37,52,21,58
43056,47,33,14,25,31,40,46,39,37,52,21,58
43061,47,33,14,25,31,40,46,39,37,52,21,58
43062,47,33,14,25,31,40,46,39,37,52,21,58
43064,47,33,14,25,31,40,46,39,37,52,21,58
43065,47,33,14,25,31,40,46,39,37,52,21,58
43066,47,33,14,25,31,40,46,39,37,52,21,58
43068,47,33,14,25,31,40,46,39,37,52,21,58
43071,47,33,14,25,31,40,46,39,37,52,21,58
43072,56,33,27,28,44,40,52,52,33,52,31,58
43074,47,33,14,25,31,40,46,39,37,52,21,58
43076,47,33,14,25,31,40,46,39,37,52,21,58
43078,56,33,27,28,44,40,52,52,33,52,31,58
43080,47,33,14,25,31,40,46,39,37,52,21,58
43102,47,33,14,25,31,40,46,39,37,52,21,58
43105,47,33,14,25,31,40,46,39,37,52,21,58
43107,47,33,14,25,31,40,46,39,37,52,21,58
43110,47,33,14,25,31,40,46,39,37,52,21,58
43112,47,33,14,25,31,40,46,39,37,52,21,58
43119,47,33,14,25,31,40,46,39,37,52,21,58
43123,47,33,14,25,31,40,46,39,37,52,21,58
43130,47,33,14,25,31,40,46,39,37,52,21,58
43137,47,33,14,25,31,40,46,39,37,52,21,58
43140,56,33,27,28,44,40,52,52,33,52,31,58
43143,47,33,14,25,31,40,46,39,37,52,21,58
43146,47,33,14,25,31,40,46,39,37,52,21,58
43148,47,33,14,25,31,40,46,39,37,52,21,58
43150,47,33,14,25,31,40,46,39,37,52,21,58
43153,56,33,27,28,44,40,52,52,33,52,31,58
43154,47,33,14,25,31,40,46,39,37,52,21,58
43155,47,33,14,25,31,40,46,39,37,52,21,58
43162,47,33,14,25,31,40,46,39,37,52,21,58
43334,47,33,14,25,31,40,46,39,37,52,21,58
43344,47,33,14,25,31,40,46,39,37,52,21,58
43356,47,33,14,25,31,40,46,39,37,52,21,58
43434,32,30,20,24,45,22,61,38,52,53,29,12
43460,32,30,20,24,45,22,61,38,52,53,29,12
43699,32,30,20,24,45,22,61,38,52,53,29,12
43619,32,30,20,24,45,22,61,38,52,53,29,12
43739,47,33,14,25,31,40,46,39,37,52,21,58
43746,47,33,14,25,31,40,46,39,37,52,21,58
43760,47,33,14,25,31,40,46,39,37,52,21,58
43822,47,33,14,25,31,40,46,39,37,52,21,58
43830,47,33,14,25,31,40,46,39,37,52,21,58
43843,47,33,14,25,31,40,46,39,37,52,21,58
44001,51,33,13,30,42,60,65,56,58,64,30,65
44003,51,33,13,30,42,60,65,56,58,64,30,65
44010,51,33,13,30,42,60,65,56,58,64,30,65
44011,51,33,13,30,42,60,65,56,58,64,30,65
44012,51,33,13,30,42,60,65,56,58,64,30,65
44017,51,33,13,30,42,60,65,56,58,64,30,65
44021,51,33,13,30,42,60,65,56,58,64,30,65
44023,51,33,13,30,42,60,65,56,58,64,30,65
44024,51,33,13,30,42,60,65,56,58,64,30,65
44026,51,33,13,30,42,60,65,56,58,64,30,65
44028,51,33,13,30,42,60,65,56,58,64,30,65
44030,51,33,13,30,42,60,65,56,58,64,30,65
44032,51,33,13,30,42,60,65,56,58,64,30,65
44039,51,33,13,30,42,60,65,56,58,64,30,65
44040,51,33,13,30,42,60,65,56,58,64,30,65
44041,51,33,13,30,42,60,65,56,58,64,30,65
44044,51,33,13,30,42,60,65,56,58,64,30,65
44046,51,33,13,30,42,60,65,56,58,64,30,65
44047,51,33,13,30,42,60,65,56,58,64,30,65
44048,51,33,13,30,42,60,65,56,58,64,30,65
44050,51,33,13,30,42,60,65,56,58,64,30,65
44055,51,33,13,30,42,60,65,56,58,64,30,65
44054,51,33,13,30,42,60,65,56,58,64,30,65
44056,51,33,13,30,42,60,65,56,58,64,30,65
44057,51,33,13,30,42,60,65,56,58,64,30,65
44062,34,30,34,33,32,36,45,50,58,55,31,57
44064,51,33,13,30,42,60,65,56,58,64,30,65
44065,51,33,13,30,42,60,65,56,58,64,30,65
44067,51,33,13,30,42,60,65,56,58,64,30,65
44070,51,33,13,30,42,60,65,56,58,64,30,65
44074,51,33,13,30,42,60,65,56,58,64,30,65
44076,51,33,13,30,42,60,65,56,58,64,30,65
44077,51,33,13,30,42,60,65,56,58,64,30,65
44081,51,33,13,30,42,60,65,56,58,64,30,65
44082,51,33,13,30,42,60,65,56,58,64,30,65
44084,51,33,13,30,42,60,65,56,58,64,30,65
44085,51,33,13,30,42,60,65,56,58,64,30,65
44086,51,33,13,30,42,60,65,56,58,64,30,65
44087,51,33,13,30,42,60,65,56,58,64,30,65
44089,51,33,13,30,42,60,65,56,58,64,30,65
44090,51,33,13,30,42,60,65,56,58,64,30,65
44092,51,33,13,30,42,60,65,56,58,64,30,65
44093,51,33,13,30,42,60,65,56,58,64,30,65
44099,51,33,13,30,42,60,65,56,58,64,30,65
44199,51,33,13,30,42,60,65,56,58,64,30,65
44107,51,33,13,30,42,60,65,56,58,64,30,65
44116,51,33,13,30,42,60,65,56,58,64,30,65
44132,51,33,13,30,42,60,65,56,58,64,30,65
44122,51,33,13,30,42,60,65,56,58,64,30,65
44131,51,33,13,30,42,60,65,56,58,64,30,65
44133,51,33,13,30,42,60,65,56,58,64,30,65
44136,51,33,13,30,42,60,65,56,58,64,30,65
44137,51,33,13,30,42,60,65,56,58,64,30,65
44138,51,33,13,30,42,60,65,56,58,64,30,65
44139,51,33,13,30,42,60,65,56,58,64,30,65
44140,51,33,13,30,42,60,65,56,58,64,30,65
44141,51,33,13,30,42,60,65,56,58,64,30,65
44142,51,33,13,30,42,60,65,56,58,64,30,65
44145,51,33,13,30,42,60,65,56,58,64,30,65
44146,51,33,13,30,42,60,65,56,58,64,30,65
44147,51,33,13,30,42,60,65,56,58,64,30,65
44212,51,33,13,30,42,60,65,56,58,64,30,65
44618,27,29,29,37,19,33,47,31,46,53,32,45
44201,51,33,13,30,42,60,65,56,58,64,30,65
44202,51,33,13,30,42,60,65,56,58,64,30,65
44203,51,33,13,30,42,60,65,56,58,64,30,65
44215,51,33,13,30,42,60,65,56,58,64,30,65
44223,51,33,13,30,42,60,65,56,58,64,30,65
44224,51,33,13,30,42,60,65,56,58,64,30,65
44231,51,33,13,30,42,60,65,56,58,64,30,65
44233,51,33,13,30,42,60,65,56,58,64,30,65
44234,51,33,13,30,42,60,65,56,58,64,30,65
44235,51,33,13,30,42,60,65,56,58,64,30,65
44243,51,33,13,30,42,60,65,56,58,64,30,65
44241,51,33,13,30,42,60,65,56,58,64,30,65
44253,51,33,13,30,42,60,65,56,58,64,30,65
44254,51,33,13,30,42,60,65,56,58,64,30,65
44255,51,33,13,30,42,60,65,56,58,64,30,65
44260,51,33,13,30,42,60,65,56,58,64,30,65
44262,51,33,13,30,42,60,65,56,58,64,30,65
44264,51,33,13,30,42,60,65,56,58,64,30,65
44266,51,33,13,30,42,60,65,56,58,64,30,65
44272,51,33,13,30,42,60,65,56,58,64,30,65
44273,51,33,13,30,42,60,65,56,58,64,30,65
44275,51,33,13,30,42,60,65,56,58,64,30,65
44278,51,33,13,30,42,60,65,56,58,64,30,65
44280,51,33,13,30,42,60,65,56,58,64,30,65
44286,51,33,13,30,42,60,65,56,58,64,30,65
44288,51,33,13,30,42,60,65,56,58,64,30,65
44401,34,30,34,33,32,36,45,50,58,55,31,57
44402,34,30,34,33,32,36,45,50,58,55,31,57
44403,34,30,34,33,32,36,45,50,58,55,31,57
44404,34,30,34,33,32,36,45,50,58,55,31,57
44405,34,30,34,33,32,36,45,50,58,55,31,57
44406,34,30,34,33,32,36,45,50,58,55,31,57
44410,34,30,34,33,32,36,45,50,58,55,31,57
44411,51,33,13,30,42,60,65,56,58,64,30,65
44412,34,30,34,33,32,36,45,50,58,55,31,57
44417,34,30,34,33,32,36,45,50,58,55,31,57
44418,34,30,34,33,32,36,45,50,58,55,31,57
44420,34,30,34,33,32,36,45,50,58,55,31,57
44425,34,30,34,33,32,36,45,50,58,55,31,57
44428,34,30,34,33,32,36,45,50,58,55,31,57
44429,34,30,34,33,32,36,45,50,58,55,31,57
44430,34,30,34,33,32,36,45,50,58,55,31,57
44436,34,30,34,33,32,36,45,50,58,55,31,57
44437,34,30,34,33,32,36,45,50,58,55,31,57
44438,34,30,34,33,32,36,45,50,58,55,31,57
44440,34,30,34,33,32,36,45,50,58,55,31,57
44442,34,30,34,33,32,36,45,50,58,55,31,57
44443,34,30,34,33,32,36,45,50,58,55,31,57
44444,34,30,34,33,32,36,45,50,58,55,31,57
44446,34,30,34,33,32,36,45,50,58,55,31,57
44449,51,33,13,30,42,60,65,56,58,64,30,65
44450,34,30,34,33,32,36,45,50,58,55,31,57
44451,34,30,34,33,32,36,45,50,58,55,31,57
44452,34,30,34,33,32,36,45,50,58,55,31,57
44454,34,30,34,33,32,36,45,50,58,55,31,57
44470,34,30,34,33,32,36,45,50,58,55,31,57
44471,34,30,34,33,32,36,45,50,58,55,31,57
44473,34,30,34,33,32,36,45,50,58,55,31,57
44491,34,30,34,33,32,36,45,50,58,55,31,57
44601,27,29,29,37,19,33,47,31,46,53,32,45
44613,27,29,29,37,19,33,47,31,46,53,32,45
44614,27,29,29,37,19,33,47,31,46,53,32,45
44626,27,29,29,37,19,33,47,31,46,53,32,45
44628,47,33,14,25,31,40,46,39,37,52,21,58
44632,27,29,29,37,19,33,47,31,46,53,32,45
44636,27,29,29,37,19,33,47,31,46,53,32,45
44641,27,29,29,37,19,33,47,31,46,53,32,45
44662,27,29,29,37,19,33,47,31,46,53,32,45
44667,27,29,29,37,19,33,47,31,46,53,32,45
44669,27,29,29,37,19,33,47,31,46,53,32,45
44688,27,29,29,37,19,33,47,31,46,53,32,45
44813,47,33,14,25,31,40,46,39,37,52,21,58
44822,47,33,14,25,31,40,46,39,37,52,21,58
44842,47,33,14,25,31,40,46,39,37,52,21,58
44851,51,33,13,30,42,60,65,56,58,64,30,65
44859,51,33,13,30,42,60,65,56,58,64,30,65
44880,51,33,13,30,42,60,65,56,58,64,30,65
44889,51,33,13,30,42,60,65,56,58,64,30,65
45052,72,46,48,55,53,58,58,61,53,64,37,67
45001,72,46,48,55,53,58,58,61,53,64,37,67
45002,72,46,48,55,53,58,58,61,53,64,37,67
45003,56,33,27,28,44,40,52,52,33,52,31,58
45005,72,46,48,55,53,58,58,61,53,64,37,67
45030,72,46,48,55,53,58,58,61,53,64,37,67
45034,72,46,48,55,53,58,58,61,53,64,37,67
45036,72,46,48,55,53,58,58,61,53,64,37,67
45039,72,46,48,55,53,58,58,61,53,64,37,67
45040,72,46,48,55,53,58,58,61,53,64,37,67
45044,72,46,48,55,53,58,58,61,53,64,37,67
45053,72,46,48,55,53,58,58,61,53,64,37,67
45054,72,46,48,55,53,58,58,61,53,64,37,67
45056,72,46,48,55,53,58,58,61,53,64,37,67
45064,72,46,48,55,53,58,58,61,53,64,37,67
45065,72,46,48,55,53,58,58,61,53,64,37,67
45066,72,46,48,55,53,58,58,61,53,64,37,67
45067,72,46,48,55,53,58,58,61,53,64,37,67
45068,72,46,48,55,53,58,58,61,53,64,37,67
45070,56,33,27,28,44,40,52,52,33,52,31,58
45102,72,46,48,55,53,58,58,61,53,64,37,67
45103,72,46,48,55,53,58,58,61,53,64,37,67
45106,72,46,48,55,53,58,58,61,53,64,37,67
45107,72,46,48,55,53,58,58,61,53,64,37,67
45111,72,46,48,55,53,58,58,61,53,64,37,67
45113,72,46,48,55,53,58,58,61,53,64,37,67
45122,72,46,48,55,53,58,58,61,53,64,37,67
45140,72,46,48,55,53,58,58,61,53,64,37,67
45150,72,46,48,55,53,58,58,61,53,64,37,67
45152,72,46,48,55,53,58,58,61,53,64,37,67
45157,72,46,48,55,53,58,58,61,53,64,37,67
45160,72,46,48,55,53,58,58,61,53,64,37,67
45162,72,46,48,55,53,58,58,61,53,64,37,67
45169,56,33,27,28,44,40,52,52,33,52,31,58
45174,72,46,48,55,53,58,58,61,53,64,37,67
45176,72,46,48,55,53,58,58,61,53,64,37,67
45999,72,46,48,55,53,58,58,61,53,64,37,67
45301,56,33,27,28,44,40,52,52,33,52,31,58
45303,56,33,27,28,44,40,52,52,33,52,31,58
45304,56,33,27,28,44,40,52,52,33,52,31,58
45305,56,33,27,28,44,40,52,52,33,52,31,58
45307,56,33,27,28,44,40,52,52,33,52,31,58
45308,56,33,27,28,44,40,52,52,33,52,31,58
45309,56,33,27,28,44,40,52,52,33,52,31,58
45311,56,33,27,28,44,40,52,52,33,52,31,58
45312,56,33,27,28,44,40,52,52,33,52,31,58
45314,56,33,27,28,44,40,52,52,33,52,31,58
45315,56,33,27,28,44,40,52,52,33,52,31,58
45316,56,33,27,28,44,40,52,52,33,52,31,58
45317,56,33,27,28,44,40,52,52,33,52,31,58
45318,56,33,27,28,44,40,52,52,33,52,31,58
45319,56,33,27,28,44,40,52,52,33,52,31,58
45320,56,33,27,28,44,40,52,52,33,52,31,58
45321,56,33,27,28,44,40,52,52,33,52,31,58
45322,56,33,27,28,44,40,52,52,33,52,31,58
45323,56,33,27,28,44,40,52,52,33,52,31,58
45324,56,33,27,28,44,40,52,52,33,52,31,58
45325,56,33,27,28,44,40,52,52,33,52,31,58
45326,56,33,27,28,44,40,52,52,33,52,31,58
45327,56,33,27,28,44,40,52,52,33,52,31,58
45328,56,33,27,28,44,40,52,52,33,52,31,58
45330,56,33,27,28,44,40,52,52,33,52,31,58
45331,56,33,27,28,44,40,52,52,33,52,31,58
45332,56,33,27,28,44,40,52,52,33,52,31,58
45333,56,33,27,28,44,40,52,52,33,52,31,58
45335,56,33,27,28,44,40,52,52,33,52,31,58
45337,56,33,27,28,44,40,52,52,33,52,31,58
45338,56,33,27,28,44,40,52,52,33,52,31,58
45339,56,33,27,28,44,40,52,52,33,52,31,58
45341,56,33,27,28,44,40,52,52,33,52,31,58
45343,56,33,27,28,44,40,52,52,33,52,31,58
45344,56,33,27,28,44,40,52,52,33,52,31,58
45345,56,33,27,28,44,40,52,52,33,52,31,58
45346,56,33,27,28,44,40,52,52,33,52,31,58
45347,56,33,27,28,44,40,52,52,33,52,31,58
45348,56,33,27,28,44,40,52,52,33,52,31,58
45349,56,33,27,28,44,40,52,52,33,52,31,58
45350,56,33,27,28,44,40,52,52,33,52,31,58
45351,56,33,27,28,44,40,52,52,33,52,31,58
45352,56,33,27,28,44,40,52,52,33,52,31,58
45354,56,33,27,28,44,40,52,52,33,52,31,58
45356,56,33,27,28,44,40,52,52,33,52,31,58
45358,56,33,27,28,44,40,52,52,33,52,31,58
45359,56,33,27,28,44,40,52,52,33,52,31,58
45361,56,33,27,28,44,40,52,52,33,52,31,58
45362,56,33,27,28,44,40,52,52,33,52,31,58
45363,56,33,27,28,44,40,52,52,33,52,31,58
45368,56,33,27,28,44,40,52,52,33,52,31,58
45369,56,33,27,28,44,40,52,52,33,52,31,58
45370,56,33,27,28,44,40,52,52,33,52,31,58
45371,56,33,27,28,44,40,52,52,33,52,31,58
45372,56,33,27,28,44,40,52,52,33,52,31,58
45374,56,33,27,28,44,40,52,52,33,52,31,58
45377,56,33,27,28,44,40,52,52,33,52,31,58
45378,56,33,27,28,44,40,52,52,33,52,31,58
45380,56,33,27,28,44,40,52,52,33,52,31,58
45381,56,33,27,28,44,40,52,52,33,52,31,58
45382,56,33,27,28,44,40,52,52,33,52,31,58
45383,56,33,27,28,44,40,52,52,33,52,31,58
45384,56,33,27,28,44,40,52,52,33,52,31,58
45385,56,33,27,28,44,40,52,52,33,52,31,58
45387,56,33,27,28,44,40,52,52,33,52,31,58
45388,56,33,27,28,44,40,52,52,33,52,31,58
45390,56,33,27,28,44,40,52,52,33,52,31,58
45490,56,33,27,28,44,40,52,52,33,52,31,58
45506,56,33,27,28,44,40,52,52,33,52,31,58
45807,25,20,10,16,30,11,52,33,34,21,21,44
45817,25,20,10,16,30,11,52,33,34,21,21,44
45820,25,20,10,16,30,11,52,33,34,21,21,44
45830,25,20,10,16,30,11,52,33,34,21,21,44
45833,25,20,10,16,30,11,52,33,34,21,21,44
45845,56,33,27,28,44,40,52,52,33,52,31,58
45846,56,33,27,28,44,40,52,52,33,52,31,58
45850,25,20,10,16,30,11,52,33,34,21,21,44
45854,25,20,10,16,30,11,52,33,34,21,21,44
45860,56,33,27,28,44,40,52,52,33,52,31,58
45883,56,33,27,28,44,40,52,52,33,52,31,58
45887,25,20,10,16,30,11,52,33,34,21,21,44
46034,66,28,26,27,49,15,53,54,49,59,-1,65
46038,66,28,26,27,49,15,53,54,49,59,-1,65
46040,66,28,26,27,49,15,53,54,49,59,-1,65
46051,66,28,26,27,49,15,53,54,49,59,-1,65
46055,66,28,26,27,49,15,53,54,49,59,-1,65
46064,66,28,26,27,49,15,53,54,49,59,-1,65
46074,66,28,26,27,49,15,53,54,49,59,-1,65
46075,66,28,26,27,49,15,53,54,49,59,-1,65
